Plot Rep Block Genotype Lat Loc Year Environment EV_V4 EV_V6 PH_V4 PH_V6 PH_final LO TILL FF MF
6273 1 628 DH_PE0093 32 ROG 2017 2017.ROG 6 5 29 55.66666667 80.66666667 7 7 66 NA
6274 1 628 DH_KE0473 32 ROG 2017 2017.ROG 6 6 26.33333333 57.33333333 117.6666667 9 4 70 NA
6275 1 628 DH_KE0180 32 ROG 2017 2017.ROG 3 3 19.66666667 45.33333333 99.66666667 2 2 80 NA
6276 1 628 DH_KE0120 32 ROG 2017 2017.ROG 4 4 22 50.33333333 119.6666667 1 3 72 NA
6277 1 628 DH_KE0484 32 ROG 2017 2017.ROG 3 2 13 32.66666667 108 4 1 86 NA
6278 1 628 DH_KE0478 32 ROG 2017 2017.ROG 6 6 26.66666667 67.33333333 155.3333333 1 3 68 NA
6279 1 628 DH_KE0065 32 ROG 2017 2017.ROG 5 5 30 60 120 1 4 72 NA
6281 1 629 DH_PE0055 32 ROG 2017 2017.ROG 6 7 28 74.33333333 115 1 4 76 NA
6282 1 629 DH_PE0411 32 ROG 2017 2017.ROG 6 6 29.66666667 78.66666667 120 3 5 72 NA
6283 1 629 DH_PE0403 32 ROG 2017 2017.ROG 5 5 29.33333333 81 132.6666667 2 4 68 NA
6284 1 629 DH_PE0465 32 ROG 2017 2017.ROG 6 6 25.33333333 68.33333333 132 1 2 66 NA
6285 1 629 DH_PE0002 32 ROG 2017 2017.ROG 6 6 27.66666667 64.33333333 114 6 1 68 NA
6286 1 629 DH_KE0406 32 ROG 2017 2017.ROG 6 6 23 65 151 1 3 68 NA
6287 1 629 D152 32 ROG 2017 2017.ROG 6 7 23.33333333 66 137.3333333 1 3 68 NA
6288 1 629 DH_PE0415 32 ROG 2017 2017.ROG 6 6 27.33333333 71.33333333 140.3333333 1 1 68 NA
6289 1 629 DH_PE0528 32 ROG 2017 2017.ROG 6 5 23.66666667 61.66666667 117.6666667 1 1 68 NA
6290 1 629 DH_PE0121 32 ROG 2017 2017.ROG 6 6 22 68.66666667 114.6666667 1 1 78 NA
6291 1 630 DH_PE0342 32 ROG 2017 2017.ROG 6 6 26.66666667 79.33333333 152 1 6 74 NA
6292 1 630 DH_KE0144 32 ROG 2017 2017.ROG 7 7 33 75.33333333 132.6666667 1 5 68 NA
6293 1 630 DH_PE0102 32 ROG 2017 2017.ROG 6 6 24.33333333 86.33333333 116.6666667 1 2 74 NA
6294 1 630 DH_PE0574 32 ROG 2017 2017.ROG 6 6 24.33333333 53.33333333 130.6666667 4 3 82 NA
6295 1 630 DH_KE0703 32 ROG 2017 2017.ROG 6 5 25.66666667 61.66666667 133.3333333 2 3 70 NA
6296 1 630 DH_PE0303 32 ROG 2017 2017.ROG 8 8 38.66666667 77 148.3333333 1 5 80 NA
6297 1 630 DH_PE0068 32 ROG 2017 2017.ROG 5 4 20.33333333 48.33333333 85 1 1 76 NA
6298 1 630 DH_PE0621 32 ROG 2017 2017.ROG 5 5 20.66666667 54.33333333 107.3333333 1 1 66 NA
6299 1 630 DH_KE0122 32 ROG 2017 2017.ROG 4 4 18.66666667 46.33333333 104.6666667 1 1 68 NA
6300 1 630 DH_KE0416 32 ROG 2017 2017.ROG 6 6 28.66666667 70 105.3333333 1 2 70 NA
6301 2 631 DH_KE0605 32 ROG 2017 2017.ROG 5 5 23.33333333 60 110 1 3 70 NA
6302 2 631 DH_KE0460 32 ROG 2017 2017.ROG 4 6 24 55.66666667 120.6666667 4 3 68 NA
6303 2 631 DH_PE0048 32 ROG 2017 2017.ROG 6 6 25.33333333 65 115.6666667 1 6 78 NA
6304 2 631 DH_KE0416 32 ROG 2017 2017.ROG 6 6 25 65 119.6666667 1 4 70 NA
6305 2 631 DH_KE0450 32 ROG 2017 2017.ROG 6 6 26.66666667 61 123.6666667 9 3 80 NA
6307 2 631 DH_KE0486 32 ROG 2017 2017.ROG 6 6 30.66666667 66.33333333 130.6666667 1 1 72 NA
6308 2 631 DH_PE0429 32 ROG 2017 2017.ROG 5 7 36 83.66666667 125 1 5 66 NA
6309 2 631 DH_KE0072 32 ROG 2017 2017.ROG 5 5 22.66666667 53 104.3333333 1 2 72 NA
6311 2 632 DH_KE0680 32 ROG 2017 2017.ROG 7 6 38 80 155.3333333 5 4 78 NA
6314 2 632 DH_PE0621 32 ROG 2017 2017.ROG 5 5 21.66666667 48 104.6666667 1 3 68 NA
6315 2 632 DH_PE0349 32 ROG 2017 2017.ROG 7 7 29.66666667 76.66666667 127 2 6 78 NA
6316 2 632 DH_PE0415 32 ROG 2017 2017.ROG 7 6 29.33333333 64.66666667 142 1 1 68 NA
6317 2 632 DH_PE0168 32 ROG 2017 2017.ROG 6 6 21.33333333 66.66666667 119.3333333 2 4 72 NA
6318 2 632 DH_PE0427 32 ROG 2017 2017.ROG 7 7 27.66666667 78.66666667 120 4 6 68 NA
6320 2 632 DH_KE0478 32 ROG 2017 2017.ROG 7 7 32 74.66666667 139 1 4 66 NA
6321 2 633 DH_PE0134 32 ROG 2017 2017.ROG 6 6 26 67 125.6666667 2 4 72 NA
6323 2 633 DH_KE0227 32 ROG 2017 2017.ROG 6 6 30.33333333 72.33333333 139 7 4 72 NA
6325 2 633 DH_LL0012 32 ROG 2017 2017.ROG 5 5 25.33333333 59.66666667 106.6666667 8 3 68 NA
6326 2 633 DH_PE0465 32 ROG 2017 2017.ROG 6 6 22.33333333 61.33333333 120.3333333 1 3 66 NA
6327 2 633 F7 32 ROG 2017 2017.ROG 6 7 24 78.66666667 93.66666667 1 4 64 NA
6328 2 633 DH_KE0462 32 ROG 2017 2017.ROG 4 3 21.66666667 49.33333333 136.6666667 1 3 80 NA
6330 2 633 DH_KE0473 32 ROG 2017 2017.ROG 6 6 28.33333333 73.66666667 112.3333333 9 5 70 NA
6331 2 634 DH_KE0107 32 ROG 2017 2017.ROG 5 5 23 57 135.3333333 5 1 72 NA
6333 2 634 DH_KE0245 32 ROG 2017 2017.ROG 7 8 36.33333333 82.33333333 149.6666667 1 2 74 NA
6334 2 634 DH_PE0068 32 ROG 2017 2017.ROG 5 5 26.33333333 59.66666667 98 1 1 74 NA
6335 2 634 DH_PE0419 32 ROG 2017 2017.ROG 6 7 33 86.33333333 157.3333333 1 3 68 NA
6336 2 634 D152 32 ROG 2017 2017.ROG 5 6 21 60.33333333 118.6666667 1 3 70 NA
6337 2 634 DH_KE0140 32 ROG 2017 2017.ROG 7 6 31.66666667 65.66666667 113 4 3 76 NA
6338 2 634 DH_PE0167 32 ROG 2017 2017.ROG 6 5 26 65 107.6666667 1 6 70 NA
6339 2 634 DH_KE0092 32 ROG 2017 2017.ROG 6 7 28 65.33333333 112.3333333 1 3 64 NA
6340 2 634 DH_KE0484 32 ROG 2017 2017.ROG 5 6 19.5 48.5 128 1 1 72 NA
6341 2 635 DH_PE0294 32 ROG 2017 2017.ROG 7 7 32.33333333 77.66666667 149.3333333 2 5 78 NA
6342 2 635 DH_KE0211 32 ROG 2017 2017.ROG 6 6 23.33333333 73.66666667 151 1 3 78 NA
6343 2 635 DH_KE0242 32 ROG 2017 2017.ROG 6 6 29.66666667 55.66666667 130.3333333 1 3 72 NA
6344 2 635 DH_PE0342 32 ROG 2017 2017.ROG 6 6 27 75.66666667 135.6666667 1 6 74 NA
6346 2 635 DH_PE0055 32 ROG 2017 2017.ROG 6 7 28.66666667 81 108.6666667 1 5 72 NA
6347 2 635 DH_KE0573 32 ROG 2017 2017.ROG 6 6 33.33333333 72 147.3333333 1 1 70 NA
6348 2 635 DH_KE0134 32 ROG 2017 2017.ROG 4 4 16.66666667 39 75.66666667 1 2 82 NA
6349 2 635 DH_KE0707 32 ROG 2017 2017.ROG 7 7 34 78.66666667 140.3333333 5 3 76 NA
6350 2 635 DH_PE0388 32 ROG 2017 2017.ROG 6 6 27 73.66666667 125.6666667 2 3 72 NA
6351 2 636 DH_PE0299 32 ROG 2017 2017.ROG 6 6 30 69.33333333 160 1 4 74 NA
6352 2 636 DH_KE0436 32 ROG 2017 2017.ROG 5 4 23 51 102.3333333 2 4 78 NA
6353 2 636 DH_PE0098 32 ROG 2017 2017.ROG 5 5 27.33333333 62.66666667 92.66666667 1 3 76 NA
6354 2 636 DH_KE0144 32 ROG 2017 2017.ROG 6 6 28.66666667 69.33333333 114 1 4 68 NA
6355 2 636 DH_KE0287 32 ROG 2017 2017.ROG 5 5 24.66666667 68.33333333 134.6666667 6 3 74 NA
6356 2 636 DH_PE0411 32 ROG 2017 2017.ROG 6 6 29 71.66666667 115.6666667 1 4 72 NA
6357 2 636 DH_KE0467 32 ROG 2017 2017.ROG 6 6 28 63.66666667 110 7 4 78 NA
6358 2 636 DH_PE0290 32 ROG 2017 2017.ROG 6 6 27.33333333 72.33333333 104.3333333 1 5 70 NA
6359 2 636 UH009 32 ROG 2017 2017.ROG 7 8 24.33333333 80.33333333 168 1 2 64 NA
6360 2 636 DH_KE0247 32 ROG 2017 2017.ROG 5 5 24 60.33333333 121.3333333 2 1 72 NA
6361 2 637 DH_KE0454 32 ROG 2017 2017.ROG 6 6 29.33333333 61.33333333 124 1 1 74 NA
6362 2 637 DH_KE0532 32 ROG 2017 2017.ROG 7 7 32 77.66666667 134.6666667 3 3 88 NA
6363 2 637 DH_PE0117 32 ROG 2017 2017.ROG 6 5 27.33333333 63 105.3333333 1 7 68 NA
6364 2 637 DH_PE0303 32 ROG 2017 2017.ROG 8 7 35 94.33333333 149.6666667 1 5 80 NA
6366 2 637 DH_KE0406 32 ROG 2017 2017.ROG 6 6 25 65.33333333 147 1 2 68 NA
6367 2 637 DH_PE0593 32 ROG 2017 2017.ROG 5 5 27.33333333 61.66666667 140.6666667 7 1 78 NA
6369 2 637 DH_KE0082 32 ROG 2017 2017.ROG 4 3 24.66666667 49 100.6666667 1 1 74 NA
6370 2 637 DH_KE0120 32 ROG 2017 2017.ROG 6 6 24.66666667 55 139.6666667 1 4 72 NA
6371 2 638 DH_LL0043 32 ROG 2017 2017.ROG 2 2 18.33333333 39.33333333 64 6 2 72 NA
6372 2 638 DH_KE0308 32 ROG 2017 2017.ROG 4 5 18.33333333 53.33333333 141 8 3 74 NA
6373 2 638 DH_PE0347 32 ROG 2017 2017.ROG 5 5 23 60.66666667 120 1 4 74 NA
6375 2 638 DH_PE0164 32 ROG 2017 2017.ROG 6 6 36 80.33333333 111.3333333 1 3 70 NA
6376 2 638 DH_PE0002 32 ROG 2017 2017.ROG 6 7 27.66666667 82 123.6666667 5 2 66 NA
6379 2 638 DH_KE0461 32 ROG 2017 2017.ROG 5 5 29 70.66666667 132 1 3 74 NA
6380 2 638 DH_KE0180 32 ROG 2017 2017.ROG 4 4 21.33333333 55.33333333 115.3333333 2 1 74 NA
6381 2 639 DH_KE0476 32 ROG 2017 2017.ROG 6 6 28 68 104.6666667 1 2 68 NA
6382 2 639 DH_KE0485 32 ROG 2017 2017.ROG 6 6 23.66666667 67.66666667 170.6666667 5 4 74 NA
6383 2 639 DH_KE0038 32 ROG 2017 2017.ROG 6 7 33.33333333 82 118.3333333 5 1 82 NA
6384 2 639 DH_KE0122 32 ROG 2017 2017.ROG 4 4 13.33333333 35.66666667 98 1 1 70 NA
6385 2 639 DH_KE0219 32 ROG 2017 2017.ROG 5 6 28 70.33333333 157 9 1 70 NA
6386 2 639 DH_PE0528 32 ROG 2017 2017.ROG 5 6 23.66666667 65.33333333 130.6666667 1 3 66 NA
6387 2 639 DH_KE0088 32 ROG 2017 2017.ROG 4 4 19.33333333 41.33333333 108.6666667 6 3 70 NA
6388 2 639 DH_KE0610 32 ROG 2017 2017.ROG 7 7 33 74.66666667 170.3333333 1 4 70 NA
6389 2 639 DH_KE0197 32 ROG 2017 2017.ROG 6 6 27.33333333 65 169 9 3 72 NA
6390 2 639 DH_KE0065 32 ROG 2017 2017.ROG 6 6 27.66666667 74.33333333 139 3 4 72 NA
6391 2 640 DH_KE0294 32 ROG 2017 2017.ROG 6 6 28.66666667 64.33333333 126 1 1 72 NA
6392 2 640 DH_PE0341 32 ROG 2017 2017.ROG 6 5 29 66 120.6666667 1 7 70 NA
6394 2 640 DH_PE0102 32 ROG 2017 2017.ROG 6 6 26.66666667 73.33333333 121.3333333 1 2 74 NA
6395 2 640 DH_KE0471 32 ROG 2017 2017.ROG 5 6 25.33333333 67 100 2 4 74 NA
6396 2 640 DH_PE0403 32 ROG 2017 2017.ROG 5 5 29.66666667 84.33333333 121.3333333 4 4 66 NA
6397 2 640 DH_PE0338 32 ROG 2017 2017.ROG 5 5 25.66666667 67.33333333 123.6666667 1 1 72 NA
6398 2 640 DH_KE0086 32 ROG 2017 2017.ROG 6 7 23.66666667 73.66666667 119 1 4 64 NA
6400 2 640 DH_PE0093 32 ROG 2017 2017.ROG 6 6 24.33333333 64.33333333 101 1 7 66 NA
6401 1 641 DH_PE0159 33 ROG 2017 2017.ROG 7 6 34 76.66666667 126.6666667 1 7 68 NA
6402 1 641 DH_KE0166 33 ROG 2017 2017.ROG 5 5 20.66666667 48.66666667 118 8 1 78 NA
6403 1 641 DH_KE0170 33 ROG 2017 2017.ROG 3 4 17.33333333 48 154 3 1 78 NA
6404 1 641 DH_KE0413 33 ROG 2017 2017.ROG 6 6 25 66.66666667 129 1 3 70 NA
6405 1 641 DH_PE0220 33 ROG 2017 2017.ROG 6 6 26.66666667 70 116.3333333 4 4 70 NA
6406 1 641 DH_PE0247 33 ROG 2017 2017.ROG 6 6 29 72 110.3333333 1 3 68 NA
6407 1 641 DH_KE0051 33 ROG 2017 2017.ROG 5 4 24.66666667 52.33333333 102.3333333 1 1 70 NA
6408 1 641 DH_PE0123 33 ROG 2017 2017.ROG 6 6 31.33333333 79.66666667 121.6666667 2 2 70 NA
6409 1 641 DH_KE0597 33 ROG 2017 2017.ROG 8 7 35.66666667 76 115.6666667 1 3 64 NA
6410 1 641 DH_KE0004 33 ROG 2017 2017.ROG 5 6 23.33333333 61 101.3333333 1 1 78 NA
6411 1 642 DH_KE0385 33 ROG 2017 2017.ROG 5 5 20 46.33333333 131 1 5 72 NA
6412 1 642 DH_KE0177 33 ROG 2017 2017.ROG 4 5 17 49.66666667 139.6666667 1 1 68 NA
6413 1 642 DH_PE0228 33 ROG 2017 2017.ROG 7 6 34.33333333 74.33333333 100 1 4 70 NA
6414 1 642 DH_KE0031 33 ROG 2017 2017.ROG 6 7 27.33333333 72.33333333 119.3333333 1 1 72 NA
6415 1 642 DH_KE0426 33 ROG 2017 2017.ROG 6 6 32.33333333 68 138.6666667 1 2 78 NA
6417 1 642 DH_KE0282 33 ROG 2017 2017.ROG 7 7 34.33333333 70.66666667 135 1 5 70 NA
6418 1 642 DH_KE0028 33 ROG 2017 2017.ROG 6 7 30 80 129.3333333 1 2 68 NA
6419 1 642 DH_PE0488 33 ROG 2017 2017.ROG 6 6 33.33333333 79.66666667 118.3333333 1 2 72 NA
6420 1 642 DH_PE0539 33 ROG 2017 2017.ROG 7 7 31.33333333 86 101.6666667 2 3 59 NA
6421 1 643 DH_KE0199 33 ROG 2017 2017.ROG 7 7 31.66666667 76 161.3333333 1 4 66 NA
6422 1 643 DH_LL0117 33 ROG 2017 2017.ROG 5 5 26.33333333 67.33333333 111.3333333 5 1 68 NA
6423 1 643 DH_PE0082 33 ROG 2017 2017.ROG 6 6 29 73 99.66666667 2 5 66 NA
6425 1 643 DH_PE0319 33 ROG 2017 2017.ROG 7 8 34.66666667 80.66666667 130.6666667 1 5 66 NA
6426 1 643 DH_PE0070 33 ROG 2017 2017.ROG 8 8 35.33333333 91.33333333 137 2 5 76 NA
6427 1 643 DH_KE0607 33 ROG 2017 2017.ROG 7 7 29.66666667 74.33333333 128.6666667 9 3 74 NA
6428 1 643 DH_KE0716 33 ROG 2017 2017.ROG 7 7 31.66666667 76 116.6666667 9 1 80 NA
6429 1 643 DH_PE0276 33 ROG 2017 2017.ROG 7 6 34.33333333 71.66666667 138.6666667 1 6 74 NA
6430 1 643 DH_PE0504 33 ROG 2017 2017.ROG 7 7 30 82.33333333 119 1 5 72 NA
6431 1 644 DH_KE0633 33 ROG 2017 2017.ROG 6 6 29 66.33333333 135.3333333 1 4 68 NA
6432 1 644 DH_KE0429 33 ROG 2017 2017.ROG 5 5 22.33333333 49.33333333 111.6666667 1 1 70 NA
6433 1 644 DH_PE0444 33 ROG 2017 2017.ROG 6 6 31.66666667 76.66666667 138 1 6 70 NA
6434 1 644 DH_KE0250 33 ROG 2017 2017.ROG 4 4 16.33333333 50.66666667 104.6666667 4 3 78 NA
6435 1 644 DH_KE0262 33 ROG 2017 2017.ROG 6 7 37 80.66666667 161.3333333 1 1 74 NA
6436 1 644 DH_KE0275 33 ROG 2017 2017.ROG 6 5 25.66666667 47.66666667 116 2 4 70 NA
6437 1 644 DH_KE0190 33 ROG 2017 2017.ROG 5 5 26.33333333 61 135.3333333 3 1 70 NA
6438 1 644 DH_KE0191 33 ROG 2017 2017.ROG 5 4 21.33333333 46.33333333 105.3333333 1 1 74 NA
6439 1 644 UH006 33 ROG 2017 2017.ROG 7 8 36.33333333 84 151 1 1 66 NA
6440 1 644 DH_PE0513 33 ROG 2017 2017.ROG 4 4 18.66666667 48 93.33333333 1 3 78 NA
6441 1 645 DH_PE0195 33 ROG 2017 2017.ROG 4 5 18 54.33333333 139.6666667 1 1 70 NA
6443 1 645 DH_PE0016 33 ROG 2017 2017.ROG 7 7 36.33333333 79.33333333 129.6666667 1 5 68 NA
6445 1 645 DH_KE0407 33 ROG 2017 2017.ROG 6 6 30.33333333 66 173 1 1 70 NA
6446 1 645 DH_KE0160 33 ROG 2017 2017.ROG 5 5 23.66666667 58.33333333 111.6666667 1 1 82 NA
6447 1 645 DH_KE0514 33 ROG 2017 2017.ROG 6 5 27 64.66666667 112 1 4 74 NA
6448 1 645 DH_PE0031 33 ROG 2017 2017.ROG 7 7 31 76.66666667 108.3333333 1 7 68 NA
6449 1 645 DH_PE0509 33 ROG 2017 2017.ROG 5 5 28 79 109 1 3 70 NA
6450 1 645 DH_KE0001 33 ROG 2017 2017.ROG 6 7 29.66666667 75.33333333 148.3333333 9 4 66 NA
6451 1 646 DH_LL0009 33 ROG 2017 2017.ROG 6 6 25.66666667 66 112.3333333 2 3 66 NA
6452 1 646 DH_KE0241 33 ROG 2017 2017.ROG 7 6 25.33333333 66 133.6666667 2 1 72 NA
6453 1 646 DH_KE0148 33 ROG 2017 2017.ROG 5 5 27.33333333 70.33333333 121.6666667 1 4 80 NA
6454 1 646 DH_PE0253 33 ROG 2017 2017.ROG 7 7 24 69 81 1 6 70 NA
6455 1 646 DH_KE0412 33 ROG 2017 2017.ROG 5 6 26.66666667 65 157.3333333 3 1 88 NA
6456 1 646 F64 33 ROG 2017 2017.ROG 5 5 18.33333333 55 185 1 1 86 NA
6457 1 646 DH_PE0511 33 ROG 2017 2017.ROG 6 7 29.33333333 74 134 1 3 72 NA
6458 1 646 DH_KE0378 33 ROG 2017 2017.ROG 5 6 25.66666667 64 191 2 1 84 NA
6459 1 646 DH_PE0520 33 ROG 2017 2017.ROG 8 8 40.33333333 80 128 1 6 70 NA
6460 1 646 DH_PE0280 33 ROG 2017 2017.ROG 6 6 24 73.66666667 97.66666667 2 5 74 NA
6461 1 647 DH_KE0280 33 ROG 2017 2017.ROG 6 6 21.33333333 63 139.3333333 2 1 68 NA
6462 1 647 DH_LL0173 33 ROG 2017 2017.ROG 6 4 20.66666667 54.66666667 106.6666667 2 1 70 NA
6463 1 647 DH_PE0316 33 ROG 2017 2017.ROG 6 7 34.33333333 77 136.6666667 2 4 72 NA
6464 1 647 DH_KE0222 33 ROG 2017 2017.ROG 7 7 29.66666667 69 167 5 2 72 NA
6465 1 647 DH_KE0015 33 ROG 2017 2017.ROG 5 5 22 62.66666667 192.6666667 7 2 78 NA
6466 1 647 DH_PE0291 33 ROG 2017 2017.ROG 7 7 29.33333333 87.33333333 148.3333333 2 4 74 NA
6467 1 647 DH_PE0508 33 ROG 2017 2017.ROG 6 6 33.33333333 90.33333333 146.6666667 1 4 74 NA
6468 1 647 DH_PE0549 33 ROG 2017 2017.ROG 8 6 40 87 144 1 3 66 NA
6469 1 647 DH_KE0017 33 ROG 2017 2017.ROG 6 5 26 63.33333333 159 1 7 70 NA
6470 1 647 DH_KE0059 33 ROG 2017 2017.ROG 6 6 26.33333333 67.33333333 126.6666667 1 4 70 NA
6471 1 648 DH_PE0147 33 ROG 2017 2017.ROG 6 5 25.33333333 59.66666667 89.66666667 1 8 74 NA
6472 1 648 DH_KE0606 33 ROG 2017 2017.ROG 6 7 28.66666667 66.66666667 131 8 4 68 NA
6473 1 648 DH_KE0507 33 ROG 2017 2017.ROG 5 5 26 59 143.3333333 5 1 74 NA
6474 1 648 DH_PE0526 33 ROG 2017 2017.ROG 5 6 22.33333333 73.66666667 134.3333333 1 1 74 NA
6475 1 648 DK105 33 ROG 2017 2017.ROG 8 8 34.66666667 87.33333333 159.6666667 1 4 70 NA
6476 1 648 DH_PE0351 33 ROG 2017 2017.ROG 7 7 37 81.66666667 126.3333333 1 4 68 NA
6477 1 648 DH_KE0448 33 ROG 2017 2017.ROG 6 6 27.66666667 62.33333333 141.3333333 1 3 76 NA
6478 1 648 DH_KE0343 33 ROG 2017 2017.ROG 6 6 26 65.66666667 174.6666667 1 1 76 NA
6479 1 648 DH_PE0335 33 ROG 2017 2017.ROG 3 4 15.66666667 39 77.66666667 1 1 70 NA
6480 1 648 DH_PE0115 33 ROG 2017 2017.ROG 8 8 36.66666667 91.33333333 142.6666667 1 5 70 NA
6481 1 649 DH_PE0521 33 ROG 2017 2017.ROG 7 6 36.66666667 81.33333333 130.6666667 1 7 66 NA
6482 1 649 DH_KE0130 33 ROG 2017 2017.ROG 6 6 28.33333333 70.33333333 158 1 4 68 NA
6483 1 649 DH_PE0212 33 ROG 2017 2017.ROG 6 6 26 74.33333333 138.6666667 3 1 70 NA
6484 1 649 DH_KE0403 33 ROG 2017 2017.ROG 5 5 21.66666667 58 163 1 3 70 NA
6486 1 649 DH_KE0481 33 ROG 2017 2017.ROG 6 6 28.66666667 72.33333333 170.3333333 1 3 68 NA
6487 1 649 DH_KE0446 33 ROG 2017 2017.ROG 6 6 24.66666667 64.33333333 121.6666667 7 3 72 NA
6488 1 649 DH_PE0006 33 ROG 2017 2017.ROG 5 5 24.33333333 66.66666667 94.33333333 9 4 74 NA
6489 1 649 DH_PE0406 33 ROG 2017 2017.ROG 5 6 39.66666667 80.33333333 114.3333333 1 5 64 NA
6490 1 649 DH_PE0161 33 ROG 2017 2017.ROG 7 7 27 73.66666667 131.6666667 1 5 74 NA
6491 1 650 DH_PE0155 33 ROG 2017 2017.ROG 6 7 26 71.33333333 104.3333333 1 5 68 NA
6492 1 650 DH_PE0088 33 ROG 2017 2017.ROG 5 6 23.5 62 128 1 1 72 NA
6493 1 650 DH_KE0210 33 ROG 2017 2017.ROG 6 6 30.66666667 64.66666667 130.3333333 1 1 72 NA
6494 1 650 DH_PE0518 33 ROG 2017 2017.ROG 7 6 29.66666667 85.66666667 105.6666667 1 4 70 NA
6496 1 650 DH_KE0034 33 ROG 2017 2017.ROG 6 5 23.66666667 60.33333333 138 1 3 72 NA
6497 1 650 DH_KE0654 33 ROG 2017 2017.ROG 7 6 31.33333333 79 135.6666667 1 1 72 NA
6498 1 650 DH_PE0447 33 ROG 2017 2017.ROG 7 7 34 73.33333333 96.33333333 1 2 68 NA
6499 1 650 DH_PE0037 33 ROG 2017 2017.ROG 7 7 28 69 118.6666667 1 7 68 NA
6500 1 650 DH_KE0491 33 ROG 2017 2017.ROG 6 6 28.33333333 68 110.6666667 2 4 76 NA
6501 2 651 DH_KE0148 33 ROG 2017 2017.ROG 7 6 31.33333333 71.66666667 125.6666667 1 6 78 NA
6502 2 651 DH_PE0316 33 ROG 2017 2017.ROG 6 6 29.33333333 65.33333333 128.3333333 1 2 74 NA
6503 2 651 DH_KE0210 33 ROG 2017 2017.ROG 6 6 32.66666667 64.66666667 137.3333333 1 1 76 NA
6504 2 651 DH_KE0507 33 ROG 2017 2017.ROG 5 4 24.33333333 50.66666667 139.6666667 1 1 78 NA
6505 2 651 DH_PE0212 33 ROG 2017 2017.ROG 7 7 27.33333333 74.33333333 137.6666667 7 3 70 NA
6506 2 651 DH_PE0082 33 ROG 2017 2017.ROG 7 6 31.33333333 68 95 2 6 64 NA
6507 2 651 DH_PE0228 33 ROG 2017 2017.ROG 6 6 30.33333333 75.33333333 95.66666667 1 4 72 NA
6508 2 651 DH_KE0170 33 ROG 2017 2017.ROG 4 5 21.66666667 62.66666667 112.6666667 2 1 74 NA
6509 2 651 DH_PE0444 33 ROG 2017 2017.ROG 7 6 33 77.33333333 129.6666667 1 7 72 NA
6510 2 651 DH_PE0016 33 ROG 2017 2017.ROG 7 6 36 80 122 2 6 70 NA
6511 2 652 DH_PE0253 33 ROG 2017 2017.ROG 6 6 23.66666667 64.33333333 75.33333333 1 6 70 NA
6512 2 652 DH_KE0222 33 ROG 2017 2017.ROG 5 5 25.33333333 66.66666667 150.6666667 2 1 72 NA
6513 2 652 DH_PE0518 33 ROG 2017 2017.ROG 7 6 31.66666667 84.33333333 126 1 6 72 NA
6514 2 652 DH_PE0526 33 ROG 2017 2017.ROG 6 6 26 75.66666667 135 1 1 80 NA
6515 2 652 DH_KE0403 33 ROG 2017 2017.ROG 6 6 25 66.66666667 173 1 4 70 NA
6517 2 652 DH_KE0031 33 ROG 2017 2017.ROG 6 7 24 71.33333333 106.3333333 1 1 74 NA
6518 2 652 DH_KE0413 33 ROG 2017 2017.ROG 6 6 30.66666667 68 110.3333333 1 5 68 NA
6519 2 652 DH_KE0250 33 ROG 2017 2017.ROG 5 5 20 53.66666667 109.6666667 5 4 78 NA
6521 2 653 F64 33 ROG 2017 2017.ROG 5 5 17 41.33333333 172 3 1 86 NA
6522 2 653 DH_PE0291 33 ROG 2017 2017.ROG 6 6 30.33333333 75.33333333 145.3333333 3 4 74 NA
6523 2 653 DH_KE0034 33 ROG 2017 2017.ROG 6 6 24.33333333 63.33333333 141.3333333 1 3 72 NA
6524 2 653 DH_PE0351 33 ROG 2017 2017.ROG 6 6 33.33333333 72 116 1 4 70 NA
6525 2 653 DH_KE0481 33 ROG 2017 2017.ROG 6 6 22 63 159 2 2 72 NA
6526 2 653 DH_PE0070 33 ROG 2017 2017.ROG 7 7 27 83 146.3333333 1 5 80 NA
6528 2 653 DH_PE0247 33 ROG 2017 2017.ROG 6 6 25.66666667 73.66666667 116.6666667 1 2 68 NA
6529 2 653 DH_KE0275 33 ROG 2017 2017.ROG 7 6 30.33333333 63.66666667 113.3333333 3 2 70 NA
6530 2 653 DH_KE0160 33 ROG 2017 2017.ROG 5 5 25 48.66666667 119.3333333 1 1 82 NA
6531 2 654 DH_KE0378 33 ROG 2017 2017.ROG 5 5 27 69.66666667 184.3333333 2 1 84 NA
6532 2 654 DH_PE0549 33 ROG 2017 2017.ROG 7 6 36 81.66666667 132.3333333 1 3 68 NA
6533 2 654 DH_PE0447 33 ROG 2017 2017.ROG 6 6 23 67.33333333 99 1 1 70 NA
6534 2 654 DH_KE0343 33 ROG 2017 2017.ROG 6 6 28 63.33333333 175.3333333 1 1 78 NA
6535 2 654 DH_PE0006 33 ROG 2017 2017.ROG 5 5 18.66666667 64 116 8 2 74 NA
6537 2 654 DH_KE0028 33 ROG 2017 2017.ROG 4 4 13.66666667 37 118.3333333 1 1 72 NA
6538 2 654 DH_PE0123 33 ROG 2017 2017.ROG 5 5 27 64.33333333 135.6666667 2 2 74 NA
6539 2 654 DH_KE0191 33 ROG 2017 2017.ROG 5 5 20.33333333 40 112.3333333 1 1 78 NA
6540 2 654 DH_PE0031 33 ROG 2017 2017.ROG 7 7 39 77.33333333 101.6666667 1 7 68 NA
